7.1.5.3.1,11,-,製品の試験は、どのように実施すべきか？,選択肢a：製造中の全ての製品を試験する,選択肢b：製品のランダムなサンプルを試験する,選択肢c：実施する検査・試験・評価の内容及び設備・機器リストなどを作成して試験する,c,適合した例：組織が実施する検査・試験・評価の内容及び設備・機器リストなどを作成して製品の試験を行っている。適合していない例：組織が製造中の全ての製品を試験しようとしている、または製品のランダムなサンプルのみを試験している。,箇条要求事項の概要詳細解説：製品の試験は、実施する検査・試験・評価の内容及び設備・機器リストなどを作成して行われるべきです。全ての製品を試験する、または製品のランダムなサンプルのみを試験するという方法は、必要な情報を十分に得ることができない場合があります。
7.1.5.3.1,12,-,該当するプロセス規格（ASTM、ENなどのような）にトレーサブルな形で、これらのサービスを正確に実行する能力は、どのように確保すべきか？,選択肢a：全てのプロセス規格に準拠すること,選択肢b：組織自身で測定システムの能力を検証する手法を定めて実施すること,選択肢c：第三者機関による認証を取得すること,b,適合した例：組織が自身で測定システムの能力を検証する手法を定めて実施している。適合していない例：組織が全てのプロセス規格に準拠すること、または第三者機関による認証を取得することを強調している。,箇条要求事項の概要詳細解説：該当するプロセス規格（ASTM、ENなどのような）にトレーサブルな形で、これらのサービスを正確に実行する能力を確保するためには、組織自身で測定システムの能力を検証する手法を定めて実施することが重要です。全てのプロセス規格に準拠すること、または第三者機関による認証を取得することを強調するのは不適切です。
7.1.5.3.1,13,-,顧客要求事項を満たすためには、どのような手段をとるべきか？,選択肢a：顧客の全ての要求を満たすこと,選択肢b：顧客の要求に応じてサービスを提供すること,選択肢c：ISO/IEC17025（又はそれに相当するもの）に対する第三者認定を取得すること,b,適合した例：組織が顧客の要求に応じてサービスを提供している。適合していない例：組織が顧客の全ての要求を無条件に満たそうとしている、またはISO/IEC17025（又はそれに相当するもの）に対する第三者認定を取得することに重きを置いている。,箇条要求事項の概要詳細解説：顧客要求事項を満たすためには、顧客の要求に応じてサービスを提供することが重要です。ただし、それは組織の能力範囲内で、また規格の要求に違反しない範囲で行うべきです。顧客の全ての要求を無条件に満たすこと、またはISO/IEC17025（又はそれに相当するもの）に対する第三者認定を取得することに重きを置くのは不適切です。
7.1.5.3.1,14,-,関係する記録のレビューは、どのように実施すべきか？,選択肢a：記録の全てをレビューすること,選択肢b：記録のランダムなサンプルをレビューすること,選択肢c：該当するプロセス規格（ASTM、ENなどのような）に基づいて記録をレビューすること,c,適合した例：組織が該当するプロセス規格（ASTM、ENなどのような）に基づいて記録をレビューしている。適合していない例：組織が記録の全てをレビューしようとしている、または記録のランダムなサンプルのみをレビューしている。,箇条要求事項の概要詳細解説：関係する記録のレビューは、該当するプロセス規格（ASTM、ENなどのような）に基づいて行われるべきです。全ての記録をレビューする、または記録のランダムなサンプルのみをレビューするという方法は、必要な情報を十分に得ることができない場合があります。
7.1.5.3.1,15,-,ISO/IEC17025（又はそれに相当するもの）に対する第三者認定は、どのように取得すべきか？,選択肢a：必ず取得すること,選択肢b：必要に応じて取得すること,選択肢c：取得しないこと,b,適合した例：組織がISO/IEC17025（又はそれに相当するもの）に対する第三者認定を必要に応じて取得している。適合していない例：組織がISO/IEC17025（又はそれに相当するもの）に対する第三者認定を絶対に取得すると強調している、または全く取得しないとしている。,箇条要求事項の概要詳細解説：ISO/IEC17025（又はそれに相当するもの）に対する第三者認定は、必要に応じて取得すべきです。組織の内部試験所がIATF16949の要求事項に適合していることを実証する一つの方法として使用することができますが、それが必須ではありません。
7.1.5.3.1,16,-,内部試験所の適用範囲はどのように定めるべきか？,選択肢a：全ての検査、試験又は校正サービスを含めること,選択肢b：主要な検査、試験又は校正サービスのみを含めること,選択肢c：品質マネジメントシステム文書に含めること,c,適合した例：組織が品質マネジメントシステム文書に内部試験所の適用範囲を明記している。適合していない例：組織が全ての検査、試験又は校正サービスを無条件に適用範囲に含めている、または主要な検査、試験又は校正サービスのみを適用範囲に含めている。,箇条要求事項の概要詳細解説：内部試験所の適用範囲は、品質マネジメントシステム文書に含めるべきです。これにより、組織内部の試験所施設が要求される検査、試験又は校正サービスを実行する能力を含むことが明確になります。全ての検査、試験又は校正サービスを無条件に適用範囲に含めること、または主要な検査、試験又は校正サービスのみを適用範囲に含めることは、適用範囲を適切に定めることを妨げる可能性があります。
7.1.5.3.1,17,-,試験所の技術手順の適切性を確認するためにはどのようなアクションが必要か？,選択肢a：すべての手順を詳細に文書化すること,選択肢b：試験所のスタッフに手順の適切性を確認させること,選択肢c：手順の適切性を検証するプロセスを設けること,c,適合した例：組織が手順の適切性を検証するプロセス（例えば内部監査）を設けている。適合していない例：組織がすべての手順を詳細に文書化するだけで、その適切性を検証するプロセスを設けていない、または試験所のスタッフに手順の適切性を確認させるだけで、その適切性を検証するプロセスを設けていない。,箇条要求事項の概要詳細解説：試験所の技術手順の適切性を確認するためには、手順の適切性を検証するプロセスを設けることが必要です。すべての手順を詳細に文書化するだけ、または試験所のスタッフに手順の適切性を確認させるだけでは、手順の適切性を十分に確認することはできません。
7.1.5.3.1,18,-,試験所要員の力量を確保するためにはどのようなアクションが必要か？,選択肢a：要員に対して定期的なトレーニングを提供すること,選択肢b：要員に対して常に最新の技術情報を提供すること,選択肢c：要員に必要な力量を明確にし、保有すること,c,適合した例：組織が試験所要員に必要な力量を明確にし、それを保有していることを確認している。適合していない例：組織が要員に対して定期的なトレーニングを提供したり、常に最新の技術情報を提供したりするだけで、要員に必要な力量を明確にしない、または保有しない。,箇条要求事項の概要詳細解説：試験所要員の力量を確保するためには、要員に必要な力量を明確にし、それを保有することが必要です。定期的なトレーニングや最新の技術情報を提供するだけでは不十分で、必要な力量を明確にし、それを保有することが重要です。
7.1.5.3.1,19,-,製品の試験に関して、以下のうちどれが試験所の要求事項に適合していますか？,選択肢a：試験所は製品の試験を適当な頻度で行うことが必要です,選択肢b：試験所は製品の試験を組織の要求に基づいて行うことが必要です,選択肢c：試験所は実施する検査・試験・評価の内容及び設備・機器リストなどの作成を行うことが必要です,c,適合した例：試験所が実施する検査・試験・評価の内容及び設備・機器リストを作成し、それに基づいて製品の試験を行っている。適合していない例：試験所が製品の試験を適当な頻度で行うだけ、または組織の要求に基づいて製品の試験を行うだけで、実施する検査・試験・評価の内容及び設備・機器リストの作成を行っていない。,箇条要求事項の概要詳細解説：製品の試験に関しては、試験所は実施する検査・試験・評価の内容及び設備・機器リストの作成を行うことが必要です。製品の試験を適当な頻度で行うだけ、または組織の要求に基づいて製品の試験を行うだけでなく、実施する検査・試験・評価の内容及び設備・機器リストの作成を行うことが重要です。
7.1.5.3.1,20,-,次のうち、試験所が該当するプロセス規格（ASTM、ENなど）にトレーサブルな形で、これらのサービスを正確に実行する能力を確認するための最適な方法はどれですか？,選択肢a：組織は、試験所が該当するプロセス規格にトレーサブルな形でこれらのサービスを正確に実行する能力を確認するために、第三者認証を取得するべきです,選択肢b：組織は、試験所が該当するプロセス規格にトレーサブルな形でこれらのサービスを正確に実行する能力を確認するために、定期的な内部監査を行うべきです,選択肢c：組織は、試験所が該当するプロセス規格にトレーサブルな形でこれらのサービスを正確に実行する能力を確認するために、国家標準や国際標準が存在しない場合には、測定システムの能力を検証する手法を定めて実施するべきです,c,適合した例：組織が試験所の能力を確認するために、国家標準や国際標準が存在しない場合には、測定システムの能力を検証する手法を定めて実施している。適合していない例：組織が第三者認証を取得するだけ、または定期的な内部監査を行うだけで、国家標準や国際標準が存在しない場合には、測定システムの能力を検証する手法を定めて実施しない。,箇条要求事項の概要詳細解説：試験所が該当するプロセス規格（ASTM、ENなど）にトレーサブルな形でこれらのサービスを正確に実行する能力を確認するためには、国家標準や国際標準が存在しない場合には、組織は、測定システムの能力を検証する手法を定めて実施する必要があります。これは、試験所がその役割を適切に果たすために必要な資格や能力を維持し続けていることを確認するための重要なステップです。また、第三者認証や定期的な内部監査を行うことは、これらの目的を達成するための補助的な手段となることがありますが、それだけでは不十分です。特に、国家標準や国際標準が存在しない場合、組織自身が能力を検証する手法を定めて実施することが求められます。
